Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Location,Type
199dd6f2-52d,vikram_625@oksbi,rahul_117@oksbi,408.64,01-01-2024 18:13,Mumbai,Normal
9b47bde7-951,shop_b_734@ybl,shop_b_690@okhdfc,1814.47,01-01-2024 18:17,Mumbai,Normal
1d78f1aa-be1,arjun_203@okhdfc,amit_530@paytm,1122.01,01-01-2024 13:43,Mumbai,Normal
01c6b386-9cd,sneha_579@ybl,amit_206@ybl,919.19,01-01-2024 13:28,Pune,Normal
2451fa66-76a,amit_246@paytm,rahul_536@paytm,478.09,01-01-2024 17:48,Delhi,Normal
2d27bc95-8b5,arjun_209@oksbi,vikram_737@oksbi,390.63,01-01-2024 12:01,Pune,Normal
2a02970e-166,vikram_307@ybl,shop_b_686@oksbi,220.74,01-01-2024 12:45,Mumbai,Normal
F1,FAST_THIEF@oksbi,Shop_1@ybl,2000,01-01-2024 10:00,Delhi,Scam_Loc
7cbc6bfb-2e5,vikram_373@okhdfc,shop_b_376@paytm,1076.48,01-01-2024 11:06,Mumbai,Normal
a5c4fa56-994,rahul_390@oksbi,amit_841@paytm,340.86,01-01-2024 19:43,Delhi,Normal
fb82a314-a24,shop_b_915@ybl,shop_a_290@okhdfc,1448.13,01-01-2024 13:26,Mumbai,Normal
48bed84c-b92,sneha_953@paytm,vikram_570@ybl,1102.98,01-01-2024 16:03,Bangalore,Normal
f4eb9c33-c71,sneha_448@ybl,arjun_600@okhdfc,1061.78,01-01-2024 11:37,Mumbai,Normal
0edd7239-05e,shop_a_471@oksbi,rahul_471@paytm,1113.57,01-01-2024 19:10,Delhi,Normal
76457b3d-108,amit_724@oksbi,arjun_839@okhdfc,165.08,01-01-2024 18:41,Delhi,Normal
73814c17-5fd,rahul_602@okhdfc,arjun_642@ybl,923.6,01-01-2024 10:02,Mumbai,Normal
b2c0bb84-915,sneha_476@ybl,rahul_247@okhdfc,1828.11,01-01-2024 19:55,Pune,Normal
f24cb087-cd3,amit_204@okhdfc,arjun_410@ybl,1168.53,01-01-2024 15:11,Mumbai,Normal
059e6384-b0e,pooja_347@paytm,vikram_121@oksbi,974.24,01-01-2024 12:22,Mumbai,Normal
083a65b0-338,arjun_874@paytm,shop_b_336@oksbi,1965.71,01-01-2024 10:31,Pune,Normal
42e65fd4-b25,shop_b_549@ybl,amit_858@oksbi,1405.73,01-01-2024 17:09,Bangalore,Normal
37d39e22-b90,vikram_412@paytm,shop_a_354@oksbi,1112.38,01-01-2024 18:17,Mumbai,Normal
234f3e84-cf8,amit_703@paytm,amit_462@paytm,1978.35,01-01-2024 19:06,Delhi,Normal
e1da3830-d52,arjun_475@ybl,arjun_771@okhdfc,1265.54,01-01-2024 15:21,Mumbai,Normal
4006b6c5-f50,amit_752@ybl,arjun_745@okhdfc,1549.27,01-01-2024 12:48,Bangalore,Normal
e37a07ee-892,amit_818@ybl,pooja_931@okhdfc,1806.96,01-01-2024 14:02,Mumbai,Normal
a322e679-228,shop_b_670@ybl,shop_b_342@paytm,52.71,01-01-2024 13:58,Bangalore,Normal
11082e09-505,arjun_776@okhdfc,shop_b_990@ybl,905.93,01-01-2024 11:46,Delhi,Normal
2f8d884c-103,arjun_455@ybl,amit_641@ybl,162.2,01-01-2024 19:00,Mumbai,Normal
7ff260d2-716,pooja_596@ybl,vikram_246@okhdfc,1840.14,01-01-2024 17:52,Pune,Normal
19b93c0e-36e,vikram_282@okhdfc,priya_661@ybl,790.46,01-01-2024 10:33,Bangalore,Normal
8b8acafa-ff3,rahul_629@okhdfc,amit_648@ybl,541.77,01-01-2024 12:21,Pune,Normal
f81ab7f2-ef9,shop_b_916@ybl,amit_600@ybl,129.47,01-01-2024 17:04,Bangalore,Normal
16e9d866-078,priya_229@oksbi,sneha_272@okhdfc,1979.17,01-01-2024 15:34,Delhi,Normal
2fa8d2f0-001,vikram_969@paytm,arjun_599@okhdfc,1556.23,01-01-2024 15:22,Delhi,Normal
cd9a0bf7-69b,pooja_830@okhdfc,pooja_517@paytm,1570.01,01-01-2024 10:55,Bangalore,Normal
00cf4549-041,rahul_787@okhdfc,priya_700@ybl,1537.68,01-01-2024 16:33,Delhi,Normal
0f5aedc3-61f,pooja_246@ybl,shop_b_311@oksbi,764.51,01-01-2024 16:35,Delhi,Normal
1145c856-dce,priya_346@ybl,vikram_270@ybl,325.24,01-01-2024 19:24,Mumbai,Normal
0b6b7b52-1bd,vikram_946@ybl,sneha_474@okhdfc,1920.95,01-01-2024 12:13,Bangalore,Normal
0712b832-f81,pooja_424@paytm,amit_595@ybl,1188.11,01-01-2024 12:19,Mumbai,Normal
f3ec729e-08a,shop_a_705@oksbi,sneha_253@oksbi,18.15,01-01-2024 18:26,Delhi,Normal
3923d137-3c9,shop_a_121@oksbi,vikram_978@ybl,1146.21,01-01-2024 10:43,Bangalore,Normal
331fc059-b72,rahul_520@paytm,amit_418@oksbi,1108.89,01-01-2024 16:05,Bangalore,Normal
e0558529-88d,vikram_693@oksbi,shop_a_853@paytm,721.98,01-01-2024 14:41,Mumbai,Normal
b6f81f84-e02,priya_454@okhdfc,shop_b_684@okhdfc,1610.37,01-01-2024 14:17,Pune,Normal
edbd52c2-735,pooja_779@paytm,priya_505@paytm,1381.91,01-01-2024 19:19,Mumbai,Normal
a8c67b7e-0b6,shop_a_391@oksbi,sneha_325@paytm,256.32,01-01-2024 17:31,Mumbai,Normal
8a661ac5-148,rahul_475@oksbi,shop_b_156@paytm,119.16,01-01-2024 19:23,Pune,Normal
ed9568e2-d22,priya_647@paytm,shop_b_571@okhdfc,1169.27,01-01-2024 14:02,Pune,Normal
4c924b9c-47f,shop_b_435@oksbi,sneha_287@paytm,386.44,01-01-2024 10:58,Bangalore,Normal
2af99847-0e6,arjun_399@okhdfc,amit_492@ybl,690.93,01-01-2024 10:57,Pune,Normal
b846fdc3-7aa,pooja_656@okhdfc,priya_364@paytm,1920.35,01-01-2024 12:09,Delhi,Normal
23dc678e-c6f,shop_a_161@okhdfc,amit_494@paytm,1902.19,01-01-2024 11:12,Bangalore,Normal
6a383783-381,amit_772@okhdfc,amit_832@okhdfc,1316.17,01-01-2024 15:18,Mumbai,Normal
b4a76c8e-3a6,sneha_406@oksbi,rahul_708@ybl,1985.15,01-01-2024 16:11,Pune,Normal
1e0c44a1-e32,priya_361@ybl,sneha_714@okhdfc,36.32,01-01-2024 19:59,Pune,Normal
bc08fcf8-325,amit_876@oksbi,pooja_156@oksbi,1919.67,01-01-2024 11:43,Delhi,Normal
de6c4f31-2f7,pooja_891@okhdfc,rahul_793@okhdfc,194.33,01-01-2024 13:34,Bangalore,Normal
193a491e-308,shop_b_269@okhdfc,priya_954@okhdfc,1927.89,01-01-2024 16:52,Mumbai,Normal
37ab68bc-3b1,pooja_803@okhdfc,arjun_574@paytm,1619.5,01-01-2024 11:52,Delhi,Normal
d4ed6d87-c39,vikram_300@okhdfc,arjun_537@ybl,259.84,01-01-2024 18:53,Mumbai,Normal
48547afa-981,pooja_343@paytm,rahul_769@okhdfc,1428.96,01-01-2024 17:53,Bangalore,Normal
b46775a7-b8c,rahul_397@oksbi,shop_b_701@oksbi,1084.02,01-01-2024 12:38,Delhi,Normal
1fe72950-b80,sneha_626@okhdfc,sneha_750@ybl,1483.1,01-01-2024 13:15,Bangalore,Normal
eed379df-c2a,priya_913@okhdfc,priya_854@okhdfc,971.42,01-01-2024 15:28,Pune,Normal
6c752f47-1ac,shop_b_815@paytm,sneha_606@ybl,692.62,01-01-2024 16:43,Bangalore,Normal
db577c91-271,shop_b_398@okhdfc,shop_a_616@oksbi,725.15,01-01-2024 18:57,Mumbai,Normal
44e524c2-25b,sneha_334@oksbi,pooja_118@oksbi,1965.85,01-01-2024 14:53,Mumbai,Normal
1c48603b-866,priya_978@oksbi,shop_b_444@oksbi,199.84,01-01-2024 16:24,Bangalore,Normal
34336952-cd8,arjun_812@okhdfc,priya_592@okhdfc,268.67,01-01-2024 15:06,Pune,Normal
c61e8545-0ee,amit_790@oksbi,pooja_487@ybl,536.86,01-01-2024 10:01,Delhi,Normal
7d85543f-477,amit_937@oksbi,priya_226@oksbi,747.27,01-01-2024 16:01,Delhi,Normal
6655d125-576,rahul_651@okhdfc,shop_b_245@okhdfc,121.02,01-01-2024 13:42,Pune,Normal
fff49b61-2d9,amit_705@okhdfc,rahul_737@okhdfc,1579.74,01-01-2024 19:22,Mumbai,Normal
fdd4b837-cf3,shop_a_650@oksbi,shop_b_679@oksbi,1084.75,01-01-2024 15:24,Pune,Normal
5e326a94-605,priya_877@oksbi,vikram_464@okhdfc,13.86,01-01-2024 16:05,Pune,Normal
5a42f0f9-7bc,priya_807@oksbi,shop_b_325@okhdfc,898.78,01-01-2024 12:57,Pune,Normal
529cf0ac-aeb,sneha_277@oksbi,pooja_300@ybl,1935.41,01-01-2024 16:23,Bangalore,Normal
0e38ccc9-ea8,pooja_912@paytm,sneha_702@paytm,1921.36,01-01-2024 18:05,Pune,Normal
a5faae45-af8,arjun_856@paytm,priya_640@okhdfc,752.93,01-01-2024 18:24,Delhi,Normal
0e0a6f5f-7f1,sneha_364@ybl,arjun_241@ybl,711.75,01-01-2024 16:28,Bangalore,Normal
e6bdb4d0-781,arjun_260@oksbi,pooja_216@ybl,1718.11,01-01-2024 16:58,Pune,Normal
8c5a3902-eb1,shop_b_696@oksbi,rahul_623@paytm,1310.07,01-01-2024 16:13,Pune,Normal
fda070ea-7c7,shop_a_555@okhdfc,vikram_739@paytm,1637.82,01-01-2024 14:12,Mumbai,Normal
4db51d16-042,vikram_949@okhdfc,pooja_755@okhdfc,638.44,01-01-2024 14:27,Mumbai,Normal
d55c2c8d-c0e,shop_b_125@okhdfc,amit_944@oksbi,757.6,01-01-2024 17:18,Bangalore,Normal
9a4afad5-160,shop_b_112@oksbi,rahul_723@ybl,692.74,01-01-2024 15:30,Delhi,Normal
ef23a219-fff,sneha_691@ybl,shop_a_358@oksbi,344.91,01-01-2024 13:28,Mumbai,Normal
a9ee83bf-bb1,vikram_412@oksbi,pooja_947@ybl,1398.94,01-01-2024 11:31,Mumbai,Normal
6bf16492-c20,priya_631@oksbi,pooja_408@paytm,1498.91,01-01-2024 17:59,Delhi,Normal
7a29f5e5-638,shop_b_351@okhdfc,sneha_245@ybl,1140.32,01-01-2024 19:41,Mumbai,Normal
4327d4e9-999,shop_b_229@ybl,shop_a_256@okhdfc,1060.48,01-01-2024 12:00,Mumbai,Normal
882ec5bd-0af,amit_430@paytm,pooja_642@ybl,1074.8,01-01-2024 12:43,Bangalore,Normal
c8d84062-a74,rahul_381@oksbi,shop_b_943@ybl,1779.5,01-01-2024 10:40,Pune,Normal
1bf5f865-03c,amit_978@paytm,sneha_324@oksbi,265.78,01-01-2024 15:36,Pune,Normal
97357761-9b2,priya_409@ybl,amit_213@oksbi,261.56,01-01-2024 17:58,Bangalore,Normal
0f333e88-617,sneha_356@okhdfc,vikram_195@ybl,42.77,01-01-2024 11:59,Bangalore,Normal
f23204b6-c13,priya_398@okhdfc,rahul_796@ybl,1015.51,01-01-2024 14:07,Pune,Normal
a5c7b5ef-565,shop_b_700@oksbi,shop_b_935@ybl,1616.03,01-01-2024 17:01,Pune,Normal
b559a9d0-6e5,arjun_550@oksbi,pooja_671@okhdfc,90.3,01-01-2024 17:12,Mumbai,Normal
508fec0a-67b,arjun_199@paytm,pooja_923@paytm,1297.29,01-01-2024 10:05,Pune,Normal
ea7be310-027,shop_a_695@paytm,shop_a_601@ybl,124.8,01-01-2024 18:02,Pune,Normal
761655ac-401,shop_a_368@ybl,shop_b_101@paytm,1974.38,01-01-2024 10:02,Bangalore,Normal
3f61d650-c3d,amit_925@paytm,priya_926@oksbi,1885.29,01-01-2024 13:28,Mumbai,Normal
060c17fc-6cf,rahul_540@paytm,arjun_501@okhdfc,684.91,01-01-2024 19:53,Delhi,Normal
b413a7ea-191,pooja_285@oksbi,pooja_952@ybl,1676.62,01-01-2024 12:27,Bangalore,Normal
8c4c070a-d2b,shop_a_248@okhdfc,pooja_743@okhdfc,301.6,01-01-2024 11:57,Bangalore,Normal
7e989aae-dfa,arjun_999@okhdfc,shop_b_657@okhdfc,1947.84,01-01-2024 15:40,Bangalore,Normal
918a5b30-d8b,amit_975@okhdfc,amit_707@ybl,313.97,01-01-2024 17:49,Pune,Normal
4a51a42f-933,vikram_300@ybl,pooja_211@oksbi,90.81,01-01-2024 17:27,Delhi,Normal
84d0a450-701,shop_b_326@oksbi,arjun_425@ybl,754.89,01-01-2024 12:39,Bangalore,Normal
FRAUD_WEB_9113,priya_344@okhdfc,SCAMMER_MULE@ybl,500,01-01-2024 12:01,Mumbai,Scam_Mule
993af126-12b,priya_738@ybl,vikram_406@ybl,498.15,01-01-2024 14:21,Pune,Normal
eba2cfd0-2b5,vikram_708@okhdfc,rahul_710@paytm,1199.29,01-01-2024 13:41,Bangalore,Normal
029b7354-0a3,shop_a_661@paytm,shop_a_259@oksbi,395.56,01-01-2024 16:41,Mumbai,Normal
4c9b32ef-d6e,amit_202@okhdfc,shop_a_882@ybl,1228.36,01-01-2024 12:34,Bangalore,Normal
1becc093-f90,shop_b_699@paytm,priya_604@paytm,896.8,01-01-2024 19:58,Delhi,Normal
c60eb6ea-145,shop_b_744@okhdfc,sneha_607@okhdfc,718.15,01-01-2024 19:42,Bangalore,Normal
f8c36951-d5a,vikram_564@okhdfc,priya_685@okhdfc,1752.46,01-01-2024 10:58,Mumbai,Normal
3dba1cee-bf4,pooja_947@okhdfc,arjun_659@okhdfc,1671.39,01-01-2024 15:29,Pune,Normal
0eca23a3-07f,sneha_665@ybl,vikram_598@oksbi,786.36,01-01-2024 13:30,Bangalore,Normal
bcf0c4a2-bef,shop_a_108@okhdfc,rahul_835@oksbi,41.18,01-01-2024 10:36,Mumbai,Normal
8e3ee03a-fd8,pooja_872@ybl,sneha_628@ybl,1019.1,01-01-2024 12:19,Bangalore,Normal
999d2c78-c0f,shop_b_949@paytm,rahul_597@okhdfc,1074.77,01-01-2024 16:30,Mumbai,Normal
43e81c6b-e97,pooja_909@ybl,shop_a_624@okhdfc,1269.33,01-01-2024 13:07,Pune,Normal
4091afc2-6bd,arjun_279@okhdfc,shop_a_322@okhdfc,1172.77,01-01-2024 12:23,Mumbai,Normal
1ee2e604-5c1,pooja_964@paytm,shop_a_599@oksbi,96.2,01-01-2024 14:28,Mumbai,Normal
e4246b59-134,priya_396@paytm,shop_b_456@okhdfc,726.21,01-01-2024 17:25,Bangalore,Normal
d5ead420-402,shop_b_722@okhdfc,amit_370@paytm,1390.46,01-01-2024 15:03,Pune,Normal
9750852e-c04,shop_b_522@okhdfc,vikram_201@okhdfc,139.25,01-01-2024 14:08,Bangalore,Normal
20d944da-e99,amit_726@okhdfc,vikram_817@ybl,1479.67,01-01-2024 14:45,Bangalore,Normal
fb3520cb-e1a,pooja_997@paytm,shop_b_368@okhdfc,1714.54,01-01-2024 12:39,Bangalore,Normal
c42c60f2-94f,sneha_311@paytm,sneha_505@ybl,1244.36,01-01-2024 15:17,Delhi,Normal
1817c738-c23,rahul_478@ybl,arjun_302@paytm,1086.95,01-01-2024 11:17,Delhi,Normal
5d18aa1e-7bb,shop_a_569@paytm,amit_692@paytm,479.23,01-01-2024 18:28,Pune,Normal
999a9595-6fd,shop_a_591@okhdfc,arjun_407@oksbi,1827.93,01-01-2024 13:50,Pune,Normal
a07c2fd0-ac8,shop_a_734@ybl,shop_a_255@okhdfc,1145.14,01-01-2024 16:57,Bangalore,Normal
1cd9176c-7b5,shop_b_927@oksbi,pooja_899@oksbi,322.94,01-01-2024 16:11,Mumbai,Normal
a159c5b4-cb2,priya_526@okhdfc,vikram_754@ybl,1988.41,01-01-2024 19:06,Mumbai,Normal
821ebfab-70c,rahul_628@paytm,amit_477@oksbi,571.91,01-01-2024 19:21,Delhi,Normal
6e99dc6b-f15,pooja_329@okhdfc,rahul_460@okhdfc,789.89,01-01-2024 16:09,Delhi,Normal
8de11399-20b,shop_b_619@oksbi,arjun_398@oksbi,1113.75,01-01-2024 19:39,Pune,Normal
f24b2137-5dd,shop_a_596@okhdfc,arjun_604@okhdfc,1640.85,01-01-2024 11:41,Mumbai,Normal
2fb91cf7-f7a,rahul_804@ybl,amit_942@oksbi,118.43,01-01-2024 15:14,Delhi,Normal
ce999caa-a83,rahul_207@okhdfc,priya_116@okhdfc,608.43,01-01-2024 11:35,Bangalore,Normal
87f4bc5a-e5f,sneha_120@okhdfc,vikram_202@okhdfc,737.09,01-01-2024 18:50,Pune,Normal
4a7d8e4e-747,shop_a_981@paytm,shop_b_225@oksbi,868.43,01-01-2024 19:47,Delhi,Normal
7e0fdcf2-df7,vikram_698@oksbi,shop_a_864@ybl,618.67,01-01-2024 15:31,Bangalore,Normal
0bdb756b-ebf,amit_727@okhdfc,sneha_201@ybl,515.56,01-01-2024 11:28,Pune,Normal
fa37201a-380,priya_403@okhdfc,pooja_567@paytm,278.36,01-01-2024 15:23,Delhi,Normal
6f4add27-00c,amit_263@ybl,arjun_479@ybl,1859.93,01-01-2024 13:24,Bangalore,Normal
ae8649a3-186,shop_a_522@oksbi,pooja_626@ybl,887.71,01-01-2024 17:05,Mumbai,Normal
5997531f-349,shop_a_123@okhdfc,amit_546@paytm,1397.15,01-01-2024 14:55,Bangalore,Normal
6826bc48-4b5,vikram_824@oksbi,shop_a_411@oksbi,1849.09,01-01-2024 13:51,Pune,Normal
860ac079-213,shop_b_396@okhdfc,shop_a_723@okhdfc,591.97,01-01-2024 12:25,Delhi,Normal
94f134bd-56e,priya_750@paytm,priya_251@oksbi,1186.77,01-01-2024 10:39,Pune,Normal
84107cfd-2f7,amit_854@ybl,rahul_921@okhdfc,512.4,01-01-2024 15:46,Pune,Normal
e2060dd8-787,arjun_850@oksbi,shop_b_937@okhdfc,1363.15,01-01-2024 18:35,Mumbai,Normal
771c1254-bb1,vikram_412@paytm,shop_b_449@ybl,1731.21,01-01-2024 13:51,Delhi,Normal
c5fef1b8-b76,shop_a_192@okhdfc,priya_432@oksbi,445.01,01-01-2024 12:38,Delhi,Normal
cc582a28-356,shop_a_179@paytm,arjun_534@paytm,1554.82,01-01-2024 19:29,Bangalore,Normal
3845a9a2-ddb,vikram_160@oksbi,arjun_341@oksbi,1575.96,01-01-2024 20:00,Delhi,Normal
c4e9a5ea-dcc,shop_a_549@okhdfc,rahul_929@ybl,1637.14,01-01-2024 13:37,Bangalore,Normal
